CODIGO,DESCRICAO
412850,19ª RS Jacarezinho
410200,20ª RS Toledo
410715,20ª RS Toledo
410753,20ª RS Toledo
410880,20ª RS Toledo
411460,20ª RS Toledo
411535,20ª RS Toledo
411585,20ª RS Toledo
411722,20ª RS Toledo
411745,20ª RS Toledo
411790,20ª RS Toledo
411845,20ª RS Toledo
412085,20ª RS Toledo
412350,20ª RS Toledo
412545,20ª RS Toledo
412575,20ª RS Toledo
412740,20ª RS Toledo
412770,20ª RS Toledo
412795,20ª RS Toledo
410700,21ª RS Telêmaco Borba
411007,21ª RS Telêmaco Borba
411730,21ª RS Telêmaco Borba
412170,21ª RS Telêmaco Borba
412710,21ª RS Telêmaco Borba
412750,21ª RS Telêmaco Borba
412853,21ª RS Telêmaco Borba
410165,22ª RS Ivaiporã
410185,22ª RS Ivaiporã
410440,22ª RS Ivaiporã
410685,22ª RS Ivaiporã
410855,22ª RS Ivaiporã
411150,22ª RS Ivaiporã
411250,22ª RS Ivaiporã
411342,22ª RS Ivaiporã
411375,22ª RS Ivaiporã
411450,22ª RS Ivaiporã
411573,22ª RS Ivaiporã
411727,22ª RS Ivaiporã
412217,22ª RS Ivaiporã
412265,22ª RS Ivaiporã
412385,22ª RS Ivaiporã
412500,22ª RS Ivaiporã
410000,Ignorado - PR
419999,Ignorado - PR
420080,Extremo Oeste
420208,Extremo Oeste
420209,Extremo Oeste
420215,Extremo Oeste
420257,Extremo Oeste
420490,Extremo Oeste
420500,Extremo Oeste
420535,Extremo Oeste
420640,Extremo Oeste
420660,Extremo Oeste
420765,Extremo Oeste
420775,Extremo Oeste
420840,Extremo Oeste
421050,Extremo Oeste
421090,Extremo Oeste
421100,Extremo Oeste
421200,Extremo Oeste
421223,Extremo Oeste
421415,Extremo Oeste
421520,Extremo Oeste
421535,Extremo Oeste
421555,Extremo Oeste
421568,Extremo Oeste
421625,Extremo Oeste
421670,Extremo Oeste
421715,Extremo Oeste
421720,Extremo Oeste
421730,Extremo Oeste
421795,Extremo Oeste
421875,Extremo Oeste
420050,Oeste
420055,Oeste
420165,Oeste
420310,Oeste
420410,Oeste
420420,Oeste
420435,Oeste
420440,Oeste
420470,Oeste
420475,Oeste
420543,Oeste
420665,Oeste
420785,Oeste
420895,Oeste
421140,Oeste
421145,Oeste
421187,Oeste
421210,Oeste
421290,Oeste
421315,Oeste
421420,Oeste
421507,Oeste
421569,Oeste
421600,Oeste
421755,Oeste
421775,Oeste
421885,Oeste
420010,Xanxerê
420253,Xanxerê
420350,Xanxerê
420445,Xanxerê
420517,Xanxerê
420530,Xanxerê
420560,Xanxerê
420768,Xanxerê
420917,Xanxerê
420945,Xanxerê
421055,Xanxerê
421165,Xanxerê
421185,Xanxerê
421227,Xanxerê
421340,Xanxerê
421575,Xanxerê
421610,Xanxerê
421690,Xanxerê
421910,Xanxerê
421950,Xanxerê
421970,Xanxerê
420020,Alto Vale do Itajaí
420030,Alto Vale do Itajaí
420180,Alto Vale do Itajaí
420190,Alto Vale do Itajaí
420285,Alto Vale do Itajaí
420419,Alto Vale do Itajaí
420510,Alto Vale do Itajaí
420690,Alto Vale do Itajaí
420740,Alto Vale do Itajaí
420850,Alto Vale do Itajaí
420915,Alto Vale do Itajaí
420950,Alto Vale do Itajaí
420990,Alto Vale do Itajaí
421085,Alto Vale do Itajaí
421270,Alto Vale do Itajaí
421370,Alto Vale do Itajaí
421400,Alto Vale do Itajaí
421410,Alto Vale do Itajaí
421450,Alto Vale do Itajaí
421460,Alto Vale do Itajaí
421480,Alto Vale do Itajaí
421530,Alto Vale do Itajaí
421567,Alto Vale do Itajaí
421780,Alto Vale do Itajaí
421860,Alto Vale do Itajaí
421920,Alto Vale do Itajaí
421935,Alto Vale do Itajaí
421940,Alto Vale do Itajaí
420200,Foz do Rio Itajaí
420245,Foz do Rio Itajaí
420320,Foz do Rio Itajaí
420710,Foz do Rio Itajaí
420820,Foz do Rio Itajaí
420830,Foz do Rio Itajaí
421000,Foz do Rio Itajaí
421130,Foz do Rio Itajaí
421250,Foz do Rio Itajaí
421280,Foz do Rio Itajaí
421350,Foz do Rio Itajaí
420125,Médio Vale do Itajaí
420170,Médio Vale do Itajaí
420220,Médio Vale do Itajaí
420240,Médio Vale do Itajaí
420270,Médio Vale do Itajaí
420290,Médio Vale do Itajaí
420515,Médio Vale do Itajaí
420590,Médio Vale do Itajaí
420630,Médio Vale do Itajaí
420750,Médio Vale do Itajaí
421320,Médio Vale do Itajaí
421470,Médio Vale do Itajaí
421510,Médio Vale do Itajaí
421820,Médio Vale do Itajaí
420060,Grande Florianópolis
420070,Grande Florianópolis
420090,Grande Florianópolis
420110,Grande Florianópolis
420120,Grande Florianópolis
420230,Grande Florianópolis
420370,Grande Florianópolis
420540,Grande Florianópolis
420570,Grande Florianópolis
420600,Grande Florianópolis
420980,Grande Florianópolis
421020,Grande Florianópolis
421150,Grande Florianópolis
421190,Grande Florianópolis
421230,Grande Florianópolis
421430,Grande Florianópolis
421570,Grande Florianópolis
421590,Grande Florianópolis
421630,Grande Florianópolis
421660,Grande Florianópolis
421725,Grande Florianópolis
421800,Grande Florianópolis
420005,Meio Oeste
420040,Meio Oeste
420287,Meio Oeste
420360,Meio Oeste
420390,Meio Oeste
420400,Meio Oeste
420415,Meio Oeste
420520,Meio Oeste
420670,Meio Oeste
420680,Meio Oeste
420860,Meio Oeste
420900,Meio Oeste
420920,Meio Oeste
421003,Meio Oeste
421105,Meio Oeste
421180,Meio Oeste
421850,Meio Oeste
421915,Meio Oeste
421917,Meio Oeste
421985,Meio Oeste
420160,Alto Vale do Rio do Peixe
420300,Alto Vale do Rio do Peixe
420315,Alto Vale do Rio do Peixe
420480,Alto Vale do Rio do Peixe
420550,Alto Vale do Rio do Peixe
420555,Alto Vale do Rio do Peixe
420675,Alto Vale do Rio do Peixe
420757,Alto Vale do Rio do Peixe
420970,Alto Vale do Rio do Peixe
421005,Alto Vale do Rio do Peixe
421070,Alto Vale do Rio do Peixe
421300,Alto Vale do Rio do Peixe
421335,Alto Vale do Rio do Peixe
421440,Alto Vale do Rio do Peixe
421540,Alto Vale do Rio do Peixe
421550,Alto Vale do Rio do Peixe
421605,Alto Vale do Rio do Peixe
421790,Alto Vale do Rio do Peixe
421825,Alto Vale do Rio do Peixe
421930,Alto Vale do Rio do Peixe
420075,Alto Uruguai Catarinense
420127,Alto Uruguai Catarinense
420430,Alto Uruguai Catarinense
420760,Alto Uruguai Catarinense
420770,Alto Uruguai Catarinense
420780,Alto Uruguai Catarinense
420800,Alto Uruguai Catarinense
420985,Alto Uruguai Catarinense
421260,Alto Uruguai Catarinense
421310,Alto Uruguai Catarinense
421390,Alto Uruguai Catarinense
421750,Alto Uruguai Catarinense
421960,Alto Uruguai Catarinense
420130,Nordeste
420205,Nordeste
420580,Nordeste
420845,Nordeste
420910,Nordeste
421620,Nordeste
420213,Planalto Norte
420330,Planalto Norte
420380,Planalto Norte
420790,Planalto Norte
420810,Planalto Norte
421010,Planalto Norte
421030,Planalto Norte
421110,Planalto Norte
421220,Planalto Norte
421360,Planalto Norte
421500,Planalto Norte
421580,Planalto Norte
421830,Planalto Norte
420100,Serra Catarinense
420243,Serra Catarinense
420250,Serra Catarinense
420260,Serra Catarinense
420325,Serra Catarinense
420340,Serra Catarinense
420417,Serra Catarinense
420455,Serra Catarinense
420930,Serra Catarinense
421175,Serra Catarinense
421189,Serra Catarinense
421205,Serra Catarinense
421330,Serra Catarinense
421505,Serra Catarinense
421650,Serra Catarinense
421680,Serra Catarinense
421890,Serra Catarinense
421895,Serra Catarinense
420140,Extremo Sul Catarinense
420195,Extremo Sul Catarinense
420207,Extremo Sul Catarinense
420519,Extremo Sul Catarinense
420870,Extremo Sul Catarinense
421040,Extremo Sul Catarinense
421080,Extremo Sul Catarinense
421125,Extremo Sul Catarinense
421225,Extremo Sul Catarinense
421380,Extremo Sul Catarinense
421565,Extremo Sul Catarinense
421640,Extremo Sul Catarinense
421770,Extremo Sul Catarinense
421810,Extremo Sul Catarinense
421880,Extremo Sul Catarinense
420425,Carbonífera
420460,Carbonífera
420545,Carbonífera
420700,Carbonífera
420960,Carbonífera
421120,Carbonífera
421160,Carbonífera
421170,Carbonífera
421760,Carbonífera
421835,Carbonífera
421900,Carbonífera
422000,Carbonífera
420150,Laguna
420280,Laguna
420395,Laguna
420610,Laguna
420620,Laguna
420720,Laguna
420730,Laguna
420880,Laguna
420940,Laguna
421240,Laguna
421265,Laguna
421490,Laguna
421545,Laguna
421560,Laguna
421700,Laguna
421710,Laguna
421840,Laguna
421870,Laguna
420210,Vale do Itapocú
420450,Vale do Itapocú
420650,Vale do Itapocú
420890,Vale do Itapocú
421060,Vale do Itapocú
421635,Vale do Itapocú
421740,Vale do Itapocú
420000,Ignorado - SC
429999,Ignorado - SC
430010,Região 01 - Verdes Campos
430637,Região 01 - Verdes Campos
430670,Região 01 - Verdes Campos
430800,Região 01 - Verdes Campos
430840,Região 01 - Verdes Campos
431053,Região 01 - Verdes Campos
431075,Região 01 - Verdes Campos
431120,Região 01 - Verdes Campos
431310,Região 01 - Verdes Campos
431402,Região 01 - Verdes Campos
431447,Região 01 - Verdes Campos
431532,Região 01 - Verdes Campos
431550,Região 01 - Verdes Campos
431690,Região 01 - Verdes Campos
431843,Região 01 - Verdes Campos
431912,Região 01 - Verdes Campos
431940,Região 01 - Verdes Campos
431960,Região 01 - Verdes Campos
432065,Região 01 - Verdes Campos
432149,Região 01 - Verdes Campos
432220,Região 01 - Verdes Campos
432345,Região 01 - Verdes Campos
430290,Região 02 - Entre Rios
430465,Região 02 - Entre Rios
431055,Região 02 - Entre Rios
431110,Região 02 - Entre Rios
431113,Região 02 - Entre Rios
431210,Região 02 - Entre Rios
431303,Região 02 - Entre Rios
431740,Região 02 - Entre Rios
431810,Região 02 - Entre Rios
431980,Região 02 - Entre Rios
432237,Região 02 - Entre Rios
430040,Região 03 - Fronteira Oeste
430187,Região 03 - Fronteira Oeste
431060,Região 03 - Fronteira Oeste
431171,Região 03 - Fronteira Oeste
431175,Região 03 - Fronteira Oeste
431530,Região 03 - Fronteira Oeste
431640,Região 03 - Fronteira Oeste
431697,Região 03 - Fronteira Oeste
431710,Região 03 - Fronteira Oeste
431830,Região 03 - Fronteira Oeste
432240,Região 03 - Fronteira Oeste
430105,Região 04 - Belas Praias
430463,Região 04 - Belas Praias
430655,Região 04 - Belas Praias
431065,Região 04 - Belas Praias
431173,Região 04 - Belas Praias
431177,Região 04 - Belas Praias
431244,Região 04 - Belas Praias
432143,Região 04 - Belas Praias
432150,Região 04 - Belas Praias
432166,Região 04 - Belas Praias
432183,Região 04 - Belas Praias
432380,Região 04 - Belas Praias
430163,Região 05 - Bons Ventos
430467,Região 05 - Bons Ventos
430471,Região 05 - Bons Ventos
430545,Região 05 - Bons Ventos
431033,Região 05 - Bons Ventos
431250,Região 05 - Bons Ventos
431350,Região 05 - Bons Ventos
431365,Região 05 - Bons Ventos
431760,Região 05 - Bons Ventos
432135,Região 05 - Bons Ventos
432160,Região 05 - Bons Ventos
430360,Região 06 - Vale do Paranhana e Costa Serra
431010,Região 06 - Vale do Paranhana e Costa Serra
431405,Região 06 - Vale do Paranhana e Costa Serra
431575,Região 06 - Vale do Paranhana e Costa Serra
431600,Região 06 - Vale do Paranhana e Costa Serra
431820,Região 06 - Vale do Paranhana e Costa Serra
432120,Região 06 - Vale do Paranhana e Costa Serra
432170,Região 06 - Vale do Paranhana e Costa Serra
430087,Região 07 - Vale dos Sinos
430390,Região 07 - Vale dos Sinos
430640,Região 07 - Vale dos Sinos
430760,Região 07 - Vale dos Sinos
431080,Região 07 - Vale dos Sinos
431162,Região 07 - Vale dos Sinos
431247,Região 07 - Vale dos Sinos
431306,Região 07 - Vale dos Sinos
431340,Região 07 - Vale dos Sinos
431480,Região 07 - Vale dos Sinos
431514,Região 07 - Vale dos Sinos
431695,Região 07 - Vale dos Sinos
431848,Região 07 - Vale dos Sinos
431870,Região 07 - Vale dos Sinos
431990,Região 07 - Vale dos Sinos
430165,Região 08 - Vale do Caí e Metropolitana
430265,Região 08 - Vale do Caí e Metropolitana
430460,Região 08 - Vale do Caí e Metropolitana
430468,Região 08 - Vale do Caí e Metropolitana
430770,Região 08 - Vale do Caí e Metropolitana
430955,Região 08 - Vale do Caí e Metropolitana
431179,Região 08 - Vale do Caí e Metropolitana
431240,Região 08 - Vale do Caí e Metropolitana
431337,Região 08 - Vale do Caí e Metropolitana
431403,Região 08 - Vale do Caí e Metropolitana
431650,Região 08 - Vale do Caí e Metropolitana
431861,Região 08 - Vale do Caí e Metropolitana
431935,Região 08 - Vale do Caí e Metropolitana
431950,Região 08 - Vale do Caí e Metropolitana
432000,Região 08 - Vale do Caí e Metropolitana
432085,Região 08 - Vale do Caí e Metropolitana
432200,Região 08 - Vale do Caí e Metropolitana
432225,Região 08 - Vale do Caí e Metropolitana
430085,Região 09 - Carbonífera/Costa Doce
430110,Região 09 - Carbonífera/Costa Doce
430175,Região 09 - Carbonífera/Costa Doce
430190,Região 09 - Carbonífera/Costa Doce
430270,Região 09 - Carbonífera/Costa Doce
430350,Região 09 - Carbonífera/Costa Doce
430517,Região 09 - Carbonífera/Costa Doce
430535,Região 09 - Carbonífera/Costa Doce
430544,Região 09 - Carbonífera/Costa Doce
430605,Região 09 - Carbonífera/Costa Doce
430650,Região 09 - Carbonífera/Costa Doce
430676,Região 09 - Carbonífera/Costa Doce
430880,Região 09 - Carbonífera/Costa Doce
430930,Região 09 - Carbonífera/Costa Doce
431198,Região 09 - Carbonífera/Costa Doce
431225,Região 09 - Carbonífera/Costa Doce
431840,Região 09 - Carbonífera/Costa Doce
432035,Região 09 - Carbonífera/Costa Doce
432055,Região 09 - Carbonífera/Costa Doce
432110,Região 09 - Carbonífera/Costa Doce
430060,Região 10 - Capital e Vale do Gravataí
430310,Região 10 - Capital e Vale do Gravataí
430905,Região 10 - Capital e Vale do Gravataí
430920,Região 10 - Capital e Vale do Gravataí
431490,Região 10 - Capital e Vale do Gravataí
432300,Região 10 - Capital e Vale do Gravataí
430250,Região 11 - Sete Povos das Missões
430330,Região 11 - Sete Povos das Missões
430520,Região 11 - Sete Povos das Missões
430635,Região 11 - Sete Povos das Missões
430693,Região 11 - Sete Povos das Missões
430783,Região 11 - Sete Povos das Missões
430865,Região 11 - Sete Povos das Missões
430950,Região 11 - Sete Povos das Missões
431217,Região 11 - Sete Povos das Missões
431455,Região 11 - Sete Povos das Missões
431510,Região 11 - Sete Povos das Missões
431595,Região 11 - Sete Povos das Missões
431630,Região 11 - Sete Povos das Missões
431647,Região 11 - Sete Povos das Missões
431750,Região 11 - Sete Povos das Missões
431770,Região 11 - Sete Povos das Missões
431800,Região 11 - Sete Povos das Missões
431890,Região 11 - Sete Povos das Missões
431915,Região 11 - Sete Povos das Missões
431920,Região 11 - Sete Povos das Missões
431937,Região 11 - Sete Povos das Missões
432057,Região 11 - Sete Povos das Missões
432234,Região 11 - Sete Povos das Missões
432375,Região 11 - Sete Povos das Missões
430222,Região 12 - Portal das Missões
430223,Região 12 - Portal das Missões
430560,Região 12 - Portal das Missões
430610,Região 12 - Portal das Missões
430845,Região 12 - Portal das Missões
431000,Região 12 - Portal das Missões
431087,Região 12 - Portal das Missões
431535,Região 12 - Portal das Missões
431643,Região 12 - Portal das Missões
431645,Região 12 - Portal das Missões
431670,Região 12 - Portal das Missões
432030,Região 12 - Portal das Missões
430020,Região 13 - Diversidade
430150,Região 13 - Diversidade
430258,Região 13 - Diversidade
430400,Região 13 - Diversidade
430500,Região 13 - Diversidade
430540,Região 13 - Diversidade
430570,Região 13 - Diversidade
430587,Região 13 - Diversidade
430600,Região 13 - Diversidade
430970,Região 13 - Diversidade
431020,Região 13 - Diversidade
431041,Região 13 - Diversidade
431115,Região 13 - Diversidade
431333,Região 13 - Diversidade
431390,Região 13 - Diversidade
431430,Região 13 - Diversidade
431780,Região 13 - Diversidade
431910,Região 13 - Diversidade
431973,Região 13 - Diversidade
432023,Região 13 - Diversidade
430030,Região 14 - Fronteira Noroeste
430045,Região 14 - Fronteira Noroeste
430220,Região 14 - Fronteira Noroeste
430370,Região 14 - Fronteira Noroeste
430430,Região 14 - Fronteira Noroeste
430673,Região 14 - Fronteira Noroeste
430900,Região 14 - Fronteira Noroeste
430960,Região 14 - Fronteira Noroeste
431040,Região 14 - Fronteira Noroeste
431301,Região 14 - Fronteira Noroeste
431342,Região 14 - Fronteira Noroeste
431500,Região 14 - Fronteira Noroeste
431505,Região 14 - Fronteira Noroeste
431507,Região 14 - Fronteira Noroeste
431720,Região 14 - Fronteira Noroeste
431790,Região 14 - Fronteira Noroeste
431849,Região 14 - Fronteira Noroeste
431930,Região 14 - Fronteira Noroeste
432032,Região 14 - Fronteira Noroeste
432180,Região 14 - Fronteira Noroeste
432210,Região 14 - Fronteira Noroeste
432230,Região 14 - Fronteira Noroeste
430050,Região 15 - Caminho das Águas
430064,Região 15 - Caminho das Águas
430185,Região 15 - Caminho das Águas
430237,Região 15 - Caminho das Águas
430340,Região 15 - Caminho das Águas
430607,Região 15 - Caminho das Águas
430632,Região 15 - Caminho das Águas
430730,Região 15 - Caminho das Águas
430745,Região 15 - Caminho das Águas
430850,Região 15 - Caminho das Águas
431050,Região 15 - Caminho das Águas
431160,Região 15 - Caminho das Águas
431344,Região 15 - Caminho das Águas
431380,Região 15 - Caminho das Águas
431445,Região 15 - Caminho das Águas
431449,Região 15 - Caminho das Águas
431470,Região 15 - Caminho das Águas
431590,Região 15 - Caminho das Águas
432020,Região 15 - Caminho das Águas
432132,Região 15 - Caminho das Águas
432140,Região 15 - Caminho das Águas
432147,Região 15 - Caminho das Águas
432190,Região 15 - Caminho das Águas
432310,Região 15 - Caminho das Águas
432350,Região 15 - Caminho das Águas
432370,Região 15 - Caminho das Águas
430090,Região 16 - Alto Uruguai Gaúcho
430155,Região 16 - Alto Uruguai Gaúcho
430170,Região 16 - Alto Uruguai Gaúcho
430192,Região 16 - Alto Uruguai Gaúcho
430205,Região 16 - Alto Uruguai Gaúcho
430380,Região 16 - Alto Uruguai Gaúcho
430485,Região 16 - Alto Uruguai Gaúcho
430511,Região 16 - Alto Uruguai Gaúcho
430537,Região 16 - Alto Uruguai Gaúcho
430613,Região 16 - Alto Uruguai Gaúcho
430695,Região 16 - Alto Uruguai Gaúcho
430697,Região 16 - Alto Uruguai Gaúcho
430700,Região 16 - Alto Uruguai Gaúcho
430720,Região 16 - Alto Uruguai Gaúcho
430755,Região 16 - Alto Uruguai Gaúcho
430805,Região 16 - Alto Uruguai Gaúcho
430825,Região 16 - Alto Uruguai Gaúcho
430870,Região 16 - Alto Uruguai Gaúcho
430890,Região 16 - Alto Uruguai Gaúcho
431046,Região 16 - Alto Uruguai Gaúcho
431070,Região 16 - Alto Uruguai Gaúcho
431090,Região 16 - Alto Uruguai Gaúcho
431190,Região 16 - Alto Uruguai Gaúcho
431200,Região 16 - Alto Uruguai Gaúcho
431270,Região 16 - Alto Uruguai Gaúcho
431413,Região 16 - Alto Uruguai Gaúcho
431478,Região 16 - Alto Uruguai Gaúcho
431531,Região 16 - Alto Uruguai Gaúcho
431555,Região 16 - Alto Uruguai Gaúcho
431970,Região 16 - Alto Uruguai Gaúcho
432060,Região 16 - Alto Uruguai Gaúcho
432163,Região 16 - Alto Uruguai Gaúcho
432290,Região 16 - Alto Uruguai Gaúcho
430047,Região 17 - Planalto
430355,Região 17 - Planalto
430470,Região 17 - Planalto
430490,Região 17 - Planalto
430550,Região 17 - Planalto
430585,Região 17 - Planalto
430597,Região 17 - Planalto
430630,Região 17 - Planalto
430705,Região 17 - Planalto
430885,Região 17 - Planalto
431127,Região 17 - Planalto
431180,Região 17 - Planalto
431213,Região 17 - Planalto
431235,Região 17 - Planalto
431262,Região 17 - Planalto
431265,Região 17 - Planalto
431267,Região 17 - Planalto
431275,Região 17 - Planalto
431410,Região 17 - Planalto
431477,Região 17 - Planalto
431755,Região 17 - Planalto
431775,Região 17 - Planalto
431805,Região 17 - Planalto
432040,Região 17 - Planalto
432050,Região 17 - Planalto
432255,Região 17 - Planalto
432320,Região 17 - Planalto
432340,Região 17 - Planalto
430005,Região 18 - Araucárias
430066,Região 18 - Araucárias
430180,Região 18 - Araucárias
430320,Região 18 - Araucárias
430462,Região 18 - Araucárias
430495,Região 18 - Araucárias
430980,Região 18 - Araucárias
430990,Região 18 - Araucárias
431130,Região 18 - Araucárias
431170,Região 18 - Araucárias
431220,Região 18 - Araucárias
431360,Região 18 - Araucárias
431660,Região 18 - Araucárias
431673,Região 18 - Araucárias
431795,Região 18 - Araucárias
431842,Região 18 - Araucárias
431860,Região 18 - Araucárias
432090,Região 18 - Araucárias
432218,Região 18 - Araucárias
432335,Região 18 - Araucárias
430055,Região 19 - Botucaraí
430140,Região 19 - Botucaraí
430200,Região 19 - Botucaraí
430410,Região 19 - Botucaraí
430750,Região 19 - Botucaraí
430830,Região 19 - Botucaraí
430995,Região 19 - Botucaraí
431057,Região 19 - Botucaraí
431125,Região 19 - Botucaraí
431242,Região 19 - Botucaraí
432080,Região 19 - Botucaraí
432100,Região 19 - Botucaraí
432146,Região 19 - Botucaraí
432215,Região 19 - Botucaraí
430195,Região 20 - Rota da Produção
430215,Região 20 - Rota da Produção
430260,Região 20 - Rota da Produção
430515,Região 20 - Rota da Produção
430530,Região 20 - Rota da Produção
430580,Região 20 - Rota da Produção
430590,Região 20 - Rota da Produção
430642,Região 20 - Rota da Produção
430692,Região 20 - Rota da Produção
430912,Região 20 - Rota da Produção
431085,Região 20 - Rota da Produção
431142,Região 20 - Rota da Produção
431230,Região 20 - Rota da Produção
431295,Região 20 - Rota da Produção
431346,Região 20 - Rota da Produção
431349,Região 20 - Rota da Produção
431370,Região 20 - Rota da Produção
431540,Região 20 - Rota da Produção
431610,Região 20 - Rota da Produção
431620,Região 20 - Rota da Produção
431642,Região 20 - Rota da Produção
431845,Região 20 - Rota da Produção
431936,Região 20 - Rota da Produção
432010,Região 20 - Rota da Produção
432185,Região 20 - Rota da Produção
432195,Região 20 - Rota da Produção
430063,Região 21 - Sul
430107,Região 21 - Sul
430130,Região 21 - Sul
430450,Região 21 - Sul
430466,Região 21 - Sul
430512,Região 21 - Sul
430543,Região 21 - Sul
430710,Região 21 - Sul
431100,Região 21 - Sul
431245,Região 21 - Sul
431417,Região 21 - Sul
431420,Região 21 - Sul
431440,Região 21 - Sul
431450,Região 21 - Sul
431460,Região 21 - Sul
431560,Região 21 - Sul
431700,Região 21 - Sul
431730,Região 21 - Sul
431850,Região 21 - Sul
431880,Região 21 - Sul
432232,Região 21 - Sul
430003,Região 22 - Pampa
430160,Região 22 - Pampa
430435,Região 22 - Pampa
430660,Região 22 - Pampa
430965,Região 22 - Pampa
431150,Região 22 - Pampa
430440,Região 23 - Caxias e Hortênsias
430510,Região 23 - Caxias e Hortênsias
430910,Região 23 - Caxias e Hortênsias
431164,Região 23 - Caxias e Hortênsias
431320,Região 23 - Caxias e Hortênsias
431442,Região 23 - Caxias e Hortênsias
430230,Região 24 - Campos de Cima da Serra
430367,Região 24 - Campos de Cima da Serra
430740,Região 24 - Campos de Cima da Serra
431112,Região 24 - Campos de Cima da Serra
431237,Região 24 - Campos de Cima da Serra
431261,Região 24 - Campos de Cima da Serra
431446,Região 24 - Campos de Cima da Serra
431862,Região 24 - Campos de Cima da Serra
432250,Região 24 - Campos de Cima da Serra
430210,Região 25 - Vinhedos e Basalto
430225,Região 25 - Vinhedos e Basalto
430480,Região 25 - Vinhedos e Basalto
430593,Região 25 - Vinhedos e Basalto
430595,Região 25 - Vinhedos e Basalto
430786,Região 25 - Vinhedos e Basalto
430860,Região 25 - Vinhedos e Basalto
430925,Região 25 - Vinhedos e Basalto
430940,Região 25 - Vinhedos e Basalto
431238,Região 25 - Vinhedos e Basalto
431280,Região 25 - Vinhedos e Basalto
431290,Região 25 - Vinhedos e Basalto
431330,Região 25 - Vinhedos e Basalto
431400,Região 25 - Vinhedos e Basalto
431454,Região 25 - Vinhedos e Basalto
431517,Região 25 - Vinhedos e Basalto
431725,Região 25 - Vinhedos e Basalto
431844,Região 25 - Vinhedos e Basalto
432235,Região 25 - Vinhedos e Basalto
432280,Região 25 - Vinhedos e Basalto
432330,Região 25 - Vinhedos e Basalto
432360,Região 25 - Vinhedos e Basalto
430057,Região 26 - Uva Vale
430080,Região 26 - Uva Vale
430235,Região 26 - Uva Vale
430790,Região 26 - Uva Vale
430810,Região 26 - Uva Vale
430820,Região 26 - Uva Vale
431043,Região 26 - Uva Vale
431308,Região 26 - Uva Vale
431335,Região 26 - Uva Vale
431900,Região 26 - Uva Vale
431975,Região 26 - Uva Vale
432254,Região 26 - Uva Vale
430120,Região 27 - Jacuí Centro
430280,Região 27 - Jacuí Centro
430300,Região 27 - Jacuí Centro
430513,Região 27 - Jacuí Centro
430690,Região 27 - Jacuí Centro
430781,Região 27 - Jacuí Centro
430975,Região 27 - Jacuí Centro
431123,Região 27 - Jacuí Centro
431339,Região 27 - Jacuí Centro
431406,Região 27 - Jacuí Centro
432026,Região 27 - Jacuí Centro
432070,Região 27 - Jacuí Centro
430420,Região 28 - Vinte e Oito
430915,Região 28 - Vinte e Oito
430957,Região 28 - Vinte e Oito
431215,Região 28 - Vinte e Oito
431395,Região 28 - Vinte e Oito
431407,Região 28 - Vinte e Oito
431570,Região 28 - Vinte e Oito
431680,Região 28 - Vinte e Oito
432067,Região 28 - Vinte e Oito
432252,Região 28 - Vinte e Oito
432253,Região 28 - Vinte e Oito
432260,Região 28 - Vinte e Oito
432270,Região 28 - Vinte e Oito
430070,Região 29 - Vales e Montanhas
430100,Região 29 - Vales e Montanhas
430245,Região 29 - Vales e Montanhas
430461,Região 29 - Vales e Montanhas
430469,Região 29 - Vales e Montanhas
430583,Região 29 - Vales e Montanhas
430620,Região 29 - Vales e Montanhas
430645,Região 29 - Vales e Montanhas
430675,Região 29 - Vales e Montanhas
430680,Região 29 - Vales e Montanhas
430843,Região 29 - Vales e Montanhas
431030,Região 29 - Vales e Montanhas
431140,Região 29 - Vales e Montanhas
431205,Região 29 - Vales e Montanhas
431260,Região 29 - Vales e Montanhas
431300,Região 29 - Vales e Montanhas
431513,Região 29 - Vales e Montanhas
431515,Região 29 - Vales e Montanhas
431520,Região 29 - Vales e Montanhas
431545,Região 29 - Vales e Montanhas
431580,Região 29 - Vales e Montanhas
431675,Região 29 - Vales e Montanhas
431846,Região 29 - Vales e Montanhas
431971,Região 29 - Vales e Montanhas
432045,Região 29 - Vales e Montanhas
432162,Região 29 - Vales e Montanhas
432285,Região 29 - Vales e Montanhas
430240,Região 30 - Vale da Luz
430558,Região 30 - Vale da Luz
430780,Região 30 - Vale da Luz
430807,Região 30 - Vale da Luz
431036,Região 30 - Vale da Luz
431415,Região 30 - Vale da Luz
431475,Região 30 - Vale da Luz
432130,Região 30 - Vale da Luz
432145,Região 30 - Vale da Luz
432377,Região 30 - Vale da Luz
430000,Ignorado - RS
439999,Ignorado - RS
500070,Baixo Pantanal
500110,Baixo Pantanal
500210,Baixo Pantanal
500215,Baixo Pantanal
500220,Baixo Pantanal
500280,Baixo Pantanal
500348,Baixo Pantanal
500410,Baixo Pantanal
500500,Baixo Pantanal
500540,Baixo Pantanal
500580,Baixo Pantanal
500690,Baixo Pantanal
500320,Pantanal
500520,Pantanal
500560,Pantanal
500150,Centro
500260,Centro
500270,Centro
500310,Centro
500490,Centro
500710,Centro
500750,Centro
500790,Centro
500800,Centro
500240,Centro Sul
500345,Centro Sul
500350,Centro Sul
500370,Centro Sul
500380,Centro Sul
500400,Centro Sul
500450,Centro Sul
500510,Centro Sul
500525,Centro Sul
500600,Centro Sul
500720,Centro Sul
500840,Centro Sul
